artist_name,track_name,release_date,genre,lyrics
Drake,Glow,2017,soul,"Watch out for me, I'm bound to glow You better watch out for me, I'm bound to glow Your boy all glowed up Every time we touch down, bet it go up 'Member doin' shows, ain't nobody show up Pour your heart out, ain't nobody show love They used to laugh when my whip was on the tow truck 'Til me and bein' broke finally broke up Watch out for me, I'm about to glow Time to shake the dice, time to change the li-i-ight No more 9 to 5, autopilot dri-i-ive Used to work the fries, now we supersi-i-ize We go suit and tie, we gon' touch the sky-y-y We so certified, we so certifi-i-ied Fuck you haters still, that's an F-Y-I-I-I They gon' bang this here all summerti-i-ime Watch out for me, I'm about to glow Yeah, yeah Turn me way up, my voice is really low Yeah, yeah, yeah, yeah, okay (Watch out) Watch out Why, nigga? (The cops out) Cops out (It's all love when I ride top down) Top down I started out way down low Started from the bottom, now we here now You might also like[Chorus: Drake] Watch out for me, I'm about to glow We about to get the whole nine The whole nine, we just landed on a gold mine We the new Abu Dhabi, this is our time Watch out for me, I'm about to glow I just take the dreams I've been sold And sell 'em for more, you already know Watch out for me, I'm about to glow Hope I deal with karma 'fore my son do 'Cause I be drivin' round this bih with no sunroof Man, the glow got me feelin' like I'm gunproof Watch out for me, I'm about to glow I still have my guard up Blame this thing I'm part of Tryin' to avoid more confrontation I just gotta try harder Takin' the time to clear my mind 'Cause soon as I'm able to let that go Watch out for me, I'm bound to glow Through devotion Blessed are the children We love y'all too! We believe if there's anything y'all wanna do in life You need devotion Can I hear right on? Through devotion Blessed are the children We live for it Clap your hands this evening Come on, y'all I said it's alright Clap your hands this evening Come on, y'all"
Frank Ocean,Seigfried,2016,soul,"The markings on your surface Your speckled face Flawed crystals hang from your ears I couldn't gauge your fears I can't relate to my peers I'd rather live outside I'd rather chip my pride than lose my mind out here Maybe I'm a fool Maybe I should move and settle Two kids and a swimming pool I'm not brave (Brave) I'm not brave I'm living over city And taking in the homeless sometimes, I've Been living in an idea An idea from another man's mind Maybe I'm a fool To settle for a place with some nice views (Nice views) Maybe I should move, settle down Two kids and a swimming pool I'm not brave I'd rather live outside I'd rather live outside I'd rather go to jail I've tried hell (It's a loop) What would you recommend I do? (The other side of the loop is a loop) This, this fe—, this feel, this feel, this feels This feels how molly must feel This feels how molly must feel How molly must feel This feels how molly must feel How molly must feel This is not my life It's just a fond farewell to a friend It's just a fond farewell to a friend This is not my life It's just a fond farewell to a friend It's not what I'm like It's just a fond farewell (Brave) You might also like[Verse 3] Speaking of nirvana, it was there Rare as the feathers on my dash from a phoenix There with my crooked teeth and companion sleeping, yeah Dreaming a thought that could dream about a thought That could think of the dreamer that thought That could think of dreaming and getting a glimmer of God I be dreaming of dreaming a thought That could dream about a thought That could think of dreaming a dream Where I cannot, where I cannot Less morose and more present Dwell on my gifts for a second, a moment One solar flare, we're consumed So why not spend this flammable paper on the film that's my life? High flights, inhale the vapor, exhale once and think twice Eat some shrooms, maybe have a good cry about you See some colors, light hang glide off the moon (In the dark) (In the dark) I'd do anything for you (In the dark) I'd do anything for you (In the dark) I'd do anything for you (In the dark) I'd do anything for you (In the dark) I'd do anything for you, anything for you (In the dark) I'd do anything for you, anything for"
Silk Sonic,Leave The Door Open,2021,soul,"Say baby, say baby, say baby What you doin'? (What you doin'?) Where you at? (Where you at?) Oh, you got plans? (You got plans) Don't say that (Shut your trap) I'm sippin' wine (Sip, sip) in a robe (Drip, drip) I look too good (Look too good) To be alone (Woo, woo) My house clean (House clean), my pool warm (Pool warm) Just shaved, smooth like a newborn We should be dancin', romancin' In the east wing and the west wing Of this mansion, what's happenin'? I ain't playin' no games Every word that I say is coming straight from the heart So if you tryna lay in these arms I'ma leave the door open (I'ma leave the door open) I'ma leave the door open, girl (I'ma leave the door open, hopin') That you feel the way I feel And you want me like I want you tonight, baby (Tell me that you're comin' through) Ooh, you're so sweet (So sweet), so tight (So tight) I won't bite (Uh-uh), unless you like (Unless you like) If you smoke (What you smoke?), I got the haze (Purple haze) And if you're hungry, girl, I got filets (Woo) Ooh, baby, don't keep me waitin' There's so much love we could be makin' (Shamone!) I'm talkin' kissin', cuddlin' Rose petals in the bathtub Girl, let's jump in, it's bubblin' I ain't playin' no games Every word that I say is coming straight from the heart So if you tryna lay in these arms (If you tryna lay in these arms) You might also like[Chorus: Bruno Mars] I'ma leave the door open (I'ma leave the door open) I'ma leave the door open, girl (I'ma leave the door open, hopin') That you feel the way I feel And you want me like I want you tonight, baby Tell me that you're comin' through (Come on, girl) La-la-la-la-la-la-la (I need you, baby) La-la-la-la-la-la-la (I got to see you, baby) La-la-la-la-la-la-la (Girl, I'm tryna give you this, ah) Hey, hey, I'ma leave my door open, baby (I'ma leave the door open) I'ma leave, I'ma leave my door open, girl (I'ma leave the door open, hopin') And I'm hopin', hopin' That you feel the way I feel And you want me like I want you tonight, baby Tell me that you're comin' through (Woo!) La-la-la-la-la-la-la (Tell me) Tell me that you're comin' through (Woo-woo-woo-woo, woo-woo-woo, woo-woo-woo) (Woo-woo-woo-woo, woo-woo-woo, woo-woo) La-la-la-la-la-la-la (La-la-la-la-la) Tell me that you're comin' through Girl, I'm here just waitin' for you (Oh!) Come on over, I'll adore you (I gotta know!) La-la-la-la-la-la-la (I'm waitin', waitin', waitin') Tell me that you're comin' through (For you) Girl, I'm here just waitin' for you Come on over, I'll adore you La-la-la-la-la-la-la (La-la-la-la)"
Adele,Chasing Pavements,2008,soul,"I've made up my mind Don't need to think it over If I'm wrong, I am right Don't need to look no further This ain't lust, I know this is love, but If I tell the world, I'll never say enough 'Cause it was not said to you And that's exactly what I need to do if I end up with you Should I give up or should I just keep chasing pavements Even if it leads nowhere? Or would it be a waste, even if I knew my place? Should I leave it there? Should I give up or should I just keep chasing pavements Even if it leads nowhere? I build myself up and fly around in circles Waiting as my heart drops And my back begins to tingle Finally, could this be it, or? Should I give up or should I just keep chasing pavements Even if it leads nowhere? Or would it be a waste, even if I knew my place? Should I leave it there? Should I give up or should I just keep chasing pavements Even if it leads nowhere? Yeah Should I give up or should I just keep chasing pavements Even if it leads nowhere? Or would it be a waste, even if I knew my place? Should I leave it there? Should I give up or should I just keep on chasing pavements? Should I just keep on chasing pavements? Oh-oh Should I give up or should I just keep chasing pavements Even if it leads nowhere? Or would it be a waste, even if I knew my place? Should I leave it there? Should I give up or should I just keep chasing pavements Even if it leads nowhere?"
Tay Zonday,Chocolate Rain,2007,soul,"Chocolate Rain Some stay dry and others feel the pain Chocolate Rain A baby born will die before the sin Chocolate Rain The school books say it can't be here again Chocolate Rain The prisons make you wonder where it went Chocolate Rain Build a tent and say the world is dry Chocolate Rain Zoom the camera out and see the lie Chocolate Rain Forecast to be falling yesterday Chocolate Rain ""Only in the past"" is what they say Chocolate Rain Raised your neighborhood insurance rates Chocolate Rain Makes us happy living in a gate Chocolate Rain Made me cross the street the other day Chocolate Rain Made you turn your head the other way Chocolate Rain History quickly crashing through your veins Chocolate Rain Using you to fall back down again Chocolate Rain History quickly crashing through your veins Chocolate Rain Using you to fall back down again Chocolate Rain Seldom mentioned on the radio Chocolate Rain It's the fear your leaders call control Chocolate Rain Worse than swearing, worse than calling names Chocolate Rain Say it publicly and you're insane Chocolate Rain No one wants to hear about it now Chocolate Rain Wish real hard, it goes away somehow Chocolate Rain Makes the best of friends begin to fight Chocolate Rain But did they know each other in the light? Chocolate Rain Every February washed away Chocolate Rain Stays behind as colors celebrate Chocolate Rain The same crime has a higher price to pay Chocolate Rain The judge and jury swear it's not the face Chocolate Rain History quickly crashing through your veins Chocolate Rain Using you to fall back down again Chocolate Rain History quickly crashing through your veins Chocolate Rain Using you to fall back down again Chocolate Rain Dirty secrets of economy Chocolate Rain Turns that body into GDP Chocolate Rain The Bell Curve blames the baby's DNA Chocolate Rain But test scores are how much the parents make Chocolate Rain Flipping cars in France the other night Chocolate Rain Cleans the sewers out beneath Mumbai Chocolate Rain 'Cross the world and back its all the same Chocolate Rain Angels cry and shake their heads in shame Chocolate Rain Lifts the ark of paradise in sin Chocolate Rain Which part do you think you're living in? Chocolate Rain More than marching, more than passing law Chocolate Rain Remake how we got to where we are Chocolate Rain History quickly crashing through your veins Chocolate Rain Using you to fall back down again Chocolate Rain History quickly crashing through your veins Chocolate Rain Using you to fall back down again"
Lukas Graham,Mama Said,2014,soul,"When Mama said that it was okay Mama said that it was quite alright Our kind of people had a bed for the night And it was okay Mama told us we were good kids And Daddy told us never listen to the ones Pointing nasty fingers and making fun 'Cause we were good kids Remember asking both my mom and dad Why we never travelled to exotic lands We only ever really visit friends Nothing to tell when the summer ends We never really went buying clothes Folks were passing on the stuff in plenty loads New shoes once a year and then Out to play ball so we could ruin them When Mama said that it was okay Mama said that it was quite alright Our kind of people had a bed for the night And it was okay Mama told us we were good kids And Daddy told us never listen to the ones Pointing nasty fingers and making fun 'Cause we were good kids Don’t get me wrong, I didn’t have it bad I got enough loving from my mom and dad But I don’t think they really understood When I said that I wanted a deal in Hollywood I told them I'd be singing on TV The other kids were calling me a wannabe The older kids, they started bugging me But now they're all standing right in front of me When Mama said that it was okay Mama said that it was quite alright Our kind of people had a bed for the night And it was okay Mama told us we were good kids And Daddy told us never listen to the ones Pointing nasty fingers and making fun 'Cause we were good kids I know which place I'm from I know my home When I’m in doubt and struggling That’s where I go An old friend can give advice When new friends only know a half story That’s why I always keep 'em tight And why I'm okay I said I'm okay You know what my mama said? You know what she told me? When Mama said that it was okay Mama said that it was quite alright Our kind of people had a bed for the night And it was okay Mama told us we were good kids And Daddy told us never listen to the ones Pointing nasty fingers and making fun 'Cause we were good kids When Mama said that it was okay Dabdadadabdadad bdaaa... Dabdadadabdadad bdaaa... Dabdadabdadadbdadabdaaaaa... When Mama said that it was okay Dabdadadabdadad bdaaa... Dabdadadabdadad bdaaa... Dabdadabdadadbdadabdaaaaa... When Mama said that it was okay"
Prince and the Revolution,Purple Rain,1984,soul,"I never meant to cause you any sorrow I never meant to cause you any pain I only wanted one time to see you laughing I only wanted to see you laughing In the purple rain Purple rain, purple rain Purple rain, purple rain Purple rain, purple rain I only want to see you bathing In the purple rain I never wanted to be your weekend lover I only wanted to be some kind of friend, hey Baby, I could never steal you from another It's such a shame our friendship had to end Purple rain, purple rain Purple rain, purple rain Purple rain, purple rain I only want to see you underneath the purple rain Honey, I know, I know, I know times are changing It's time we all reach out for something new That means you, too You say you want a leader But you can't seem to make up your mind I think you better close it And let me guide you to the purple rain Purple rain, purple rain Purple rain, purple rain, wooo! If you know what I'm singing about up here Come on, raise your hand Purple rain, purple rain I only want to see you Only want to see you in the purple rain You might also like[Instrumental Outro 3:46-8:40]"
Prince and the Revolution,Raspberry Beret,1985,soul,"One, two One, two, three, uh! I was working part time in a five-and-dime My boss was Mr. McGee He told me several times that he didn't like my kind 'Cause I was a bit too leisurely Seems that I was busy doing something close to nothing But different than the day before That's when I saw her, ooh, I saw her She walked in through the out door, out door She wore a raspberry beret The kind you find in a second hand store Raspberry beret And if it was warm, she wouldn't wear much more Raspberry beret, I think I love her Built like she was, she had the nerve to ask me If I planned to do her any harm So, look here, I put her on the back of my bike and, uh, we went riding Down by old man Johnson's farm I said, now, overcast days never turned me on But something about the clouds and her mixed She wasn't too bright but I could tell when she kissed me She knew how to get her kicks She wore a raspberry beret The kind you find in a second hand store Raspberry beret And if it was warm, she wouldn't wear much more Raspberry beret, I think I love her The rain sounds so cool when it hits the barn roof And the horses wonder who you are Thunder drowns out what the lightning sees You feel like a movie star Listen, they say the first time ain't the greatest But I tell you, if I had the chance to do it all again I wouldn't change a stroke 'cause baby, I'm the most With a girl as fine as she was then (Raspberry beret) Ohhh!! The kind you find (The kind you find) The kind you find (In a second hand store) Oh no no (Raspberry beret) (And if it was warm) Where have all the raspberry women gone? (She wouldn't wear much more) Yeah (Raspberry beret) AAAAAAAHH!! I think I... I think I... I think I love her!! (Raspberry beret) No No No No No No (The kind you find) (In a second hand store) (Raspberry beret) Tell me Where have all the raspberry women gone? (And if it was warm she) (Wouldn't wear much more) (Raspberry beret) I think I love..."
Trippie Redd,Romeo & Juliet,2017,soul,"Love scars, skrrt, yeah You, a love letter to you Ayy Baby, your love is my medicine Baby, your love is my medicine When I'm up, bring me down Your love is my medicine lil' baby, huh Your love is my medicine When I'm up, bring me down, uh Ooh-ooh Your love, baby, your love Hey, your love is so amazing It's all I want, got a nigga faded Shawty on fire, and she really blazin' Flames Armageddon, yelling, ""Jesus, save me"" I'ma take her soul if she try to play me 'Cause that's all mine, that's my lil' baby I'm in all white, like the fucking '80s Throwing up the Roc', like a nigga Jay-Z Ah, don't play me, no, uh No, don't play me, no, yeah, ayy No, don't play me, no, yeah No, don't play me, no 'Cause your love is my medicine, ayy Your love is my medicine When I'm up, bring me down Your love is my medicine lil' baby, huh Your love is my medicine When I'm up, bring me down Baby, your love is my medicine Baby, your love is my medicine When I'm up, bring me down Your love is my medicine lil' baby, huh Your love is my medicine When I'm up, bring me down, uh Ooh-ooh Your love, baby, your love Your love is my medicine Baby, your love is my medicine When I'm up, bring me down Your love is my medicine lil' baby, huh Your love is my medicine When I'm up, bring me down, uh Ooh-ooh Your love, baby, your love"
Frank Ocean,Lost,2012,soul,"Double D, big full breasts on my baby (Yo, we going to Florida) Triple weight Couldn't weigh the love I've got for the girl And I just wanna know Why you ain't been going to work Boss ain't working you like this He can't take care of you like this Now you're lost, lost in the heat of it all Girl, you know you're lost Lost in the thrill of it all Miami, Amsterdam, Tokyo, Spain, lost Los Angeles, India, lost on a train, lost Got on my buttercream silk shirt and it's Versace (There he goes, one of God's own prototypes) Hand me my triple weight So I can weigh the work I got on your girl (Too weird to live, too rare to die) No, I don't really wish I don't wish the titties would show Nor have I ever, have I ever let you get caught? Lost, lost in the heat of it all Girl, you know you're lost Lost in the thrill of it all Miami, Amsterdam, Tokyo, Spain, lost Los Angeles, India, lost on a train, lost She's at a stove (Who) Can't believe I got her out here cooking dope (Cooking dope) I promise she'll be whipping meals up for a family of her own some day Nothing wrong (Nothing wrong) No, nothing wrong (Ain't nothing wrong) with a lie (Ooh) Nothing wrong (Nothing wrong) With another short plane ride (Ain't nothing wrong) Through the sky (Up in the sky) You and I (Just you and I) Lost, lost in the heat of it all Girl, you know you're lost Lost in the thrill of it all Miami, Amsterdam, Tokyo, Spain, lost Los Angeles, India, lost on a train, lost Love lost, lost? Love, love Love lost, lost? Love, love Love lost, love love, love lost Faith is the substance- Manos arriba!- Then the other channel on the-"
Kanye West,Only One,2014,soul,"As I lay me down to sleep I hear her speak to me Hello 'Mari, how ya doin'? I think the storm ran out of rain, the clouds are movin' I know you're happy, ‘cause I can see it So tell the voice inside ya head to believe it I talked to God about you, he said he sent you an angel And look at all that he gave you You asked for one and you got two You know I never left you ‘Cause every road that leads to Heaven's right inside you So I can say Hello, my only one, just like the mornin' sun You'll keep on risin' 'til the sky knows your name Hello my only one, remember who you are No you're not perfect but you're not your mistakes Hey, hey, hey, hey Oh, the good outweighs the bad even on your worst day Remember how I'd say Hey hey one day, you'll be the man you always knew you could be And if you knew how proud I was You'd never shed a tear, have a fear, no you wouldn't do that And though I didn't pick the day to turn the page I know it's not the end every time I see her face, and I hear you say Hello my only one, remember who you are You got the world ‘cause you got love in your hands And you're still my chosen one So can you understand? One day you'll understand So hear me out, hear me out I won't go, I won't go No goodbyes, no goodbyes Just hello, just hello And when you cry, I will cry And when you smile, I will smile And next time when I look in your eyes We'll have wings and we'll fly Hello my only one, just like the mornin' sun You'll keep on risin' 'til the sky knows your name And you're still my chosen one, remember who you are No you're not perfect but you're not your mistakes Hey, hey, hey, hey Tell Nori about me, tell Nori ab- I just want you to do me a favor Tell Nori about me, tell Nori about me Tell Nori about me, tell Nori about me Tell Nori about me, tell Nori about me Tell Nori about me, tell Nori about me Tell Nori about me...1K"
Bryson Tiller,The Sequence,2015,soul,"Baby sometimes I feel so naive Thinking you would come back to me Say I fucked up, I'd have to agree But second chances I do believe in Just give me one reason We fight, make up then fuck Girl that's the sequence I've been dreaming about the most recent I don't lie, no I don't pretend And your guard up, that's defense Let it down, girl I swear I won't let you down I ain't 2Pac, don't get around Was clueless at first but I get it now, I get it now You know all of my secrets and You know all of my weaknesses I can't give that to someone else, none of these weak bitches Gotta tell them hoes keep distance Miss how you whisper go deep in it Please don't do that with no one else Just me, is that too much? Is that too much? Yeah Is that too much? Oh yeah yeah Am I asking for too much? Say this shit once, say this shit two times I won't stop 'til I get back what's mine I know I fucked up one too many times Is that too much? Truth be told I know that somebody Somebody as real as me, someone as sincere as me That's what I'm afraid of Don't you dare give him the same love Cause what that man do girl, I can do it Hold up one time baby girl, I can prove it But this right here, so time consuming And this right here got my mind confusing What now what now, one day one day you'll come around Like ""Fuck them niggas, I'll shut 'em down"" Sex Mami I'm needin' it Thirsty much I gotta replenish If I get it back you know I'm keepin' it Baby, I been deep in my thoughts like Is that too much? Yeah Is that too much? Oh yeah yeah Am I asking for too much? I won't stop 'til I get back what's mine I know I fucked up one too many times"
Bryson Tiller,Overtime,2015,soul,"You know how I feel about like... us, right? Like... how I wanna go about it But you never tell me how you feel about it How you wanna go about it I've been working on it, putting in overtime Putting in overtime, putting in over- I've been putting in work, you know I've been Working overtime, working overtime Working over- I've been working on it, putting in overtime Putting in overtime, putting in over- I've been putting in work, you know I've been Working overtime, working overtime Working over Sitting in a whip on the strip, get to stripping My windows is tinted, let's go My backseat ain't empty, we just left the Fendi We getting it all over the clothes This is why I need the Phantom, this is why I need the Phantom And you know business getting handled Wonder where you at, I just might hold you for ransom No that's something your nigga can't fathom Aw man, he just bought her Balmain He thought that would keep her 'round But he thought wrong, nothing at all That's what she got on And she will get up and leave him for me, I know I mean how could he not know? Cause see I've been working for it, putting in overtime Putting in overtime, putting in over- I've been putting in work, she know I've been Working overtime, working overtime Working over I've been working OT Tryna show you what it's like just to know me And ever since that day you approached me I been thinking 'bout you and you only And we just like to fuck, that's it, nothing else Fuck falling in love, that's for someone else I break the bank for you, 'til no money left Now I done caught feelings worth more than millions And I feel it, you hurting and I been healing Girl that nigga ain't worth it, I know you hear me I know we said we wouldn't let it get this far Now I want it for myself, that's his loss Oh he mad huh? Is he pissed off? Too bad, nigga should've been on his job You know I deserve it, I've been working this hard Ay, is- is you, is you, with it? Yeah (Been working this hard, yeah) Po' it up, sip it up, getting lit as fuck We been fucking, on the couch, on the bed Baby girl on my mind, hol' up - there it go I know he gonna see us as a threat, that’s all, I really do at all I think yeah he most likely did see me as a threat at first I don’t know but I just know when he sees me we’re together he’s gonna be like, what, like, like he feel he done lost, that kind Damn, no baby I'm kinda looking for her - for you For you to be my bride, and the mother of my child Oh yeah (Oh yeah baby...)"
Kendrick Lamar,Blow My High (Members Only),2011,soul,"Smoking out, pouring up, keep that lean up in my cup All my car got leather and wood, in my hood we call it buck Everybody wanna ball, holla at broads at the mall If he up, watch him fall, I can't fuck with y'all Pussy-ass, ho niggas (Niggas), I can't fuck with y'all Bitches all up in my business (Business), I can't fuck with y'all Industry of counterfeits (Counterfeits), I can't fuck with y'all Taking off when you landing Bitch niggas gonna throw tantrums And I'm dancing on them stars The galaxy ain't got room for y'all Ain't nothing gonna happen soon for y'all While I'm here and every day I hear Your bullshit, self-pity Reason why you never dealt with me Reason why your girl dealt with me Hands up, in the building, we get busy and say R.I.P. Aaliyah, R.I.P., yep R.I.P. Aaliyah, R.I.P., yep That's exactly what this sound like A to the A to the L-I-Y-A-H, give it up two times Then give it right back, don't blow my high Smoking out, pouring up, keep that lean up in my cup All my car got leather and wood, in my hood we call it buck Everybody wanna ball, holla at broads at the mall If he up, watch him fall, I can't fuck with y'all Pussy-ass, ho niggas (Niggas), I can't fuck with y'all Bitches all up in my business (Business), I can't fuck with y'all Industry of counterfeits (Counterfeits), I can't fuck with y'all Look at my life then look at yours Get some ambition, why you bored? Time'll never wait on no man Society will never hold your hand Niggas like to gossip like bitches Got me thinking you don't like bitches Wonder what's behind them Ray Bans? Eyes of a coward, I understand Niggas like to gossip like bitches Sip Dom Pérignon, when we finish, we say You might also like[Pre-Chorus: Kendrick Lamar] R.I.P. Aaliyah, R.I.P., yep R.I.P. Aaliyah, R.I.P., yep That's exactly what this sound like But never will I ever forget Left Eye Roll up, put a ribbon in the sky And a button on your lips, don't blow my high Smoking out, pouring up, keep that lean up in my cup All my car got leather and wood, in my hood we call it buck Everybody wanna ball, holla at broads at the mall If he up, watch him fall, I can't fuck with y'all Pussy-ass, ho niggas (Niggas), I can't fuck with y'all Bitches all up in my business (Business), I can't fuck with y'all Industry of counterfeits (Counterfeits), I can't fuck with y'all Now everybody sing this shit I'm sending him a four-page letter And I enclosed it with a kiss (A kiss) And when I write him, he better Get it on time Look at my life, and look at yours Get some ambition why you bored R.I.P. Aaliyah, R.I.P R.I.P. Aaliyah, R.I.P R.I.P. Aaliyah, R.I.P R.I.P. Aaliyah, R.I.P"
Alicia Keys,Girl On Fire,2012,soul,"She's just a girl and she's on fire Hotter than a fantasy Lonely like a highway She's livin' in a world and it's on fire Filled with catastrophe But she knows she can fly away Oh-oh, she got both feet on the ground And she's burnin' it down Oh-oh, she got her head in the clouds And she's not backin' down This girl is on fire This girl is on fire She's walkin' on fire This girl is on fire Looks like a girl, but she's a flame So bright, she can burn your eyes Better look the other way You can try, but you'll never forget her name She's on top of the world Hottest of the hottest girls, say Oh-oh, we got our feet on the ground And we're burnin' it down Oh-oh, got our head in the clouds And we're not comin' down This girl is on fire (Fire, fire) This girl is on fire She's walkin' on fire (Fire, fire) This girl is on fire (Oh) Everybody stares as she goes by 'Cause they can see the flame that's in her eyes Watch her when she's lightin' up the night Nobody knows that she's a lonely girl And it's a lonely world But she gon' let it burn, baby, burn, baby This girl is on fire (Fire, fire) This girl is on fire She's walkin' on fire (Fire, fire) This girl is on fire Oh-oh, oh, oh Oh-oh, oh, oh Oh-oh, oh, oh Oh-oh, oh, oh She's just a girl and she's on fire"
"Tyler, The Creator",SIR BAUDELAIRE,2021,soul,"The sun beamin' Y'all ready? Ayo (DJ the fuck-It's DJ the fuck—) It's T, baby I don't think you're ready Wolf Haley, Bunnyhop, yo I must say, I'm glad you found your way here Yo Cookie crumbs in the Rolls (Rolls), jet-fuel-scented vest (Vyoom) Swim trunks in the trunk, Geneva water the best (The best, yeah) The passport lookin' thick, the afro need a pick My skin soak up the sun, ain't shakin' hands with you bums (Nah) Bunny Hoppa, the new car doors, they lift open (Woo) The lake water, dry off at the French Open (Ayy) I rub it in these niggas' faces likе thick lotion That big B is in motion, uh (Gangsta Grillz) Coral peach cobbler, dude, spit likе a llama do Used to be reckless, you should see what them commas do New le FLEUR* season, summertime look like private school Keep it low, don't want that shit to blow like Osama shoe I'm a true connoisseur, hotel concierge Know me as that spaced-out nigga with the chunky ears UFC, that shit swole up, that's VVS, keep Vic safe That's a mansion on that USB, it's T Yeah I hope you niggas been spendin' your time wisely Call me if you get lost, baby As you can tell, we have (Haha) This shit for the sunseekers Got the bikes on the tarmac Welcome to the disco Hittin' wheelies and shit Call me if you get lost Perfume on the skin, ha Hahaha Call me if you lost See, while y'all was in the house (Call me if you lost) We was takin' Rolls Royces to go see alligators DJ Drama, man (Call me if you lost) Travelin' the world Passport stamped up (Call me) It's Tyler Baudelaire, nigga"
NIKI,Vintage,2018,soul,"Speak of the devil, my, oh my Walk in with that devilish smile That's one thing I haven't seen in a while (In a while) How have you been since I called you mine? You look so good in this light Got me reminiscin' 'bout our good times (Good ol' times) And I know, I know, I know We've been better off alone But we laugh about old pictures on your phone and I forget And you make, you make, you make it easy like a zephyr You're still just the way I remember Tonight I just wanna hit reverse Been a year since we finished Baby, me and you, we vintage But tonight you make me miss it And I just wanna dance with you like It's summer 1976 Raise my heart rate like it's interest Jog my memory on your kisses For old times sake, you got me singin' Ah-ah, ah-ah, ah-ah Got me singin' Ah-ah, ah-ah, ah-ah Got me dreamin' Still as charismatic as ever Comebacks come back clean and clever Why we ended, I don't remember Can't believe I once said ""See U Never"" Wait a minute, my head's a mess Please don't tell me you like my dress Why am I wishin' we were wearing less? Won't be long before ""no"" becomes ""yes"" And you know, you know, you know All the ways to get to me As if there were an easy recipe A bit of hard-to-get, a dash of sweet So I say, I say, we pay Tribute to our history Only reenactin', no repeats Here we go again, I'ma handle you with care like you're antique Been a year since we finished Baby, me and you, we vintage But tonight you make me miss it And I just wanna dance with you like It's summer 1976 Raise my heart rate like it's interest Jog my memory on your kisses For old times sake, you got me singin' Ah-ah, ah-ah, ah-ah Got me singin' Ah-ah, ah-ah, ah-ah Got me dreamin'"
Chris Brown,Privacy,2017,soul,"I need your body in ways That you don't understand, but I'm losin' my patience 'Cause we been goin' over and over again Girl, I just wanna take you home And get right to it Know I gotta kiss it, baby Give it to me, lick it, lick it inside and out You know that I just wanna make love Want you to scream and shout And baby, when I'm deep in it now I'ma slow it down, 'cause ain't no speed limit When we're movin' at the speed of sound We gon' turn all the way up when the lights down Why your pussy so damn good, miss lady? Go and put that booty up, baby, one on one You know I'ma go crazy when your legs in the air You know your panties never gettin' in the way You know I kinda like it, when you make me work for it (Ow!) Ayy you girl, with all di tight up skirt Get that ass in the bed, I'ma lock the door Shake that ass like boom-shakalaka (Boom), boom-shakalaka (Boom) We don't need nobody watchin' us (Yikes!) No eyes but your eyes Ain't nobody here but you and me Lickin' your private parts (Boom-shakalaka) And I know you love your privacy (Hahaha) You don't need a shower, you already wet Know that pussy power, tellin' me, I ain't ready yet I say, ""Fuck it,"" face my fears, baby When I lick it, I put tears in it Put my face in it, eat it like a dinner date You know I love foreplay, 12 Play, everything Know my lovin' don't change I don't really give a fuck what a hater say 'Cause you fine, baby And it's alright 'cause you're all mine, baby (Ooh-ooh) Girl, I'ma let you get crazy (Ow!) Ayy you girl, with all di tight up skirt Get that ass in the bed, I'ma lock the door Shake that ass like boom-shakalaka (Boom), boom-shakalaka (Boom) We don't need nobody watchin' us (Yikes!) No eyes but your eyes Ain't nobody here but you and me Lickin' your private parts (Boom-shakalaka) And I know you love your privacy You might also like[Verse 3] Baby, I promise I won't tell nobody Just long as you let me hit it like every night I could give a fuck ‘bout the club 'cause that pussy tight Do a split on it, drop it, baby, show you right I'ma split your weave, then you askin' me to stay the night Whipped cream on your titties, then you suckin' on my dick with ice Oh, my God, oh, my God, my bitch get me right Ain't gotta pay for that pussy, my dick can change your life I'm tired of missionary, wanna see you on your face Put that ass up in the air, I'm lovin' how that pussy taste Damn, on your side, on your side Stop runnin' from this dick, I ain't 'bout to let you slide this time (Ow!) Ayy you girl, with all di tight up skirt Get that ass in the bed, I'ma lock the door Shake that ass like boom-shakalaka (Boom), boom-shakalaka (Boom) We don't need nobody watchin' us (Yikes!) No eyes but your eyes Ain't nobody here but you and me Lickin' your private parts (Boom-shakalaka) And I know you love your privacy (Hahaha) Privacy Boom-shakalaka Hahaha"
